Entry,Name,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Possible Ability,EVs (HP/Atk/Def/SpA/SpD/Spe),HP EV,Atk EV,Def EV,SpA EV,SpD EV,Speed EV,Level 100 stats,Lv 100 speed,Level 50 stats,Lv 50 Speed,Fixed IVs (Brains only)
608,Magmar 3,Magmar,3,Impish,Scope Lens,Mega Kick,Cross Chop,Iron Tail,Counter,Flame Body,255 Atk / 255 Def,,255,255,,,,271/289/234/212/206/222,222,140/147/119/108/105/113,113,31
609,Cradily 3,Cradily,3,Modest,Leftovers,Substitute,SolarBeam,Sunny Day,Recover,Suction Cups,170 Def / 170 SpA / 170 SpD,,,170,170,170,,313/178/272/264/292/122,122,161/91/138/134/148/63,63,31
610,Armaldo 3,Armaldo,3,Adamant,Quick Claw,Earthquake,Rock Slide,Brick Break,Swords Dance,Battle Armor,255 HP / 255 Atk,255,255,,,,,354/383/236/158/196/126,126,182/194/120/81/100/65,65,31
611,Golduck 3,Golduck,3,Docile,Shell Bell,Hydro Pump,Cross Chop,Blizzard,Protect,Damp / Cloud Nine,255 Atk / 255 SpA,,255,,255,,,301/263/192/289/196/206,206,155/134/98/147/100/105,105,31
612,Rapidash 3,Rapidash,3,Modest,White Herb,Overheat,SolarBeam,Sunny Day,Hypnosis,Run Away / Flash Fire,170 HP / 170 SpA / 170 Speed,170,,,170,,170,313/212/176/261/196/288,288,161/108/90/133/100/146,146,31
613,Muk 3,Muk,3,Quiet,Lum Berry,Sludge Bomb,Thunderbolt,Flamethrower,Ice Punch,Stench / Sticky Hold,255 Def / 255 SpA,,,255,255,,,351/246/249/251/236/122,122,180/125/127/128/120/63,63,31
614,Gengar 3,Gengar,3,Modest,Quick Claw,Psychic,Thunderbolt,Giga Drain,Skill Swap,Levitate,255 SpA / 255 Speed,,,,255,,255,261/149/156/394/186/319,319,135/76/80/200/95/162,162,31
615,Ampharos 3,Ampharos,3,Hardy,Focus Band,Thunderbolt,Mega Kick,Iron Tail,Brick Break,Static,255 Atk / 255 SpA,,255,,255,,,321/249/186/329/216/146,146,165/127/95/167/110/75,75,31
616,Scizor 3,Scizor,3,Careful,Focus Band,Reversal,Endure,Agility,Slash,Swarm,255 Atk / 255 SpD,,255,,,255,,281/359/236/131/284/166,166,145/182/120/67/145/85,85,31
617,Heracross 3,Heracross,3,Adamant,BrightPowder,Megahorn,Earthquake,Rock Slide,Brick Break,Swarm / Guts,255 Atk / 255 Speed,,255,,,,255,301/383/186/104/226/269,269,155/194/95/54/115/137,137,31
618,Ursaring 3,Ursaring,3,Modest,Lum Berry,Fire Punch,ThunderPunch,Ice Punch,Crunch,Guts,170 HP / 170 SpA / 170 Speed,170,,,170,,170,363/266/186/250/186/188,188,186/135/95/128/95/96,96,31
619,Houndoom 3,Houndoom,3,Quirky,White Herb,Overheat,Shadow Ball,Sludge Bomb,Double-Edge,Early Bird / Flash Fire,255 Atk / 255 Speed,,255,,,,255,291/279/136/256/196/289,289,150/142/70/130/100/147,147,31
620,Donphan 3,Donphan,3,Adamant,Quick Claw,Fissure,Earthquake,Rock Slide,Secret Power,Sturdy,255 HP / 255 Atk,255,255,,,,,384/372/276/140/156/136,136,197/189/140/72/80/70,70,31
621,Claydol 3,Claydol,3,Modest,Shell Bell,Psychic,Ice Beam,SolarBeam,Sunny Day,Levitate,255 HP / 255 SpA,255,,,255,,,324/158/246/262/276/186,186,167/81/125/134/140/95,95,31
622,Wailord 3,Wailord,3,Modest,Chesto Berry,Hydro Pump,Fissure,Double Team,Rest,Water Veil / Oblivious,170 HP / 170 Def / 170 SpD,170,,170,,170,,523/194/168/237/168/156,156,266/99/86/121/86/80,80,31
623,Ninetales 3,Ninetales,3,Quirky,BrightPowder,Fire Blast,Iron Tail,Confuse Ray,Attract,Flash Fire,255 SpA / 255 Speed,,,,255,,255,287/188/186/261/236/299,299,148/96/95/133/120/152,152,31
624,Machamp 3,Machamp,3,Hardy,Quick Claw,Cross Chop,Fire Blast,ThunderPunch,Ice Punch,Guts,255 Atk / 255 SpA,,255,,255,,,321/359/196/229/206/146,146,165/182/100/117/105/75,75,31
625,Shuckle 3,Shuckle,3,Careful,Leftovers,Substitute,Attract,Toxic,Double Team,Sturdy,255 Def / 255 SpD,,,255,,255,,181/56/559/50/614/46,46,95/30/282/27/310/25,25,31
626,Steelix 3,Steelix,3,Adamant,Quick Claw,Earthquake,Body Slam,Rock Slide,Explosion,Rock Head / Sturdy,255 Atk / 255 SpD,,255,,,255,,291/295/436/131/229/96,96,150/150/220/67/117/50,50,31
627,Tentacruel 3,Tentacruel,3,Modest,Shell Bell,Surf,Giga Drain,Ice Beam,Mirror Coat,Clear Body / Liquid Ooze,170 Def / 170 SpA / 170 Speed,,,170,170,,170,301/158/208/261/276/278,278,155/81/106/133/140/141,141,31
628,Aerodactyl 3,Aerodactyl,3,Hardy,King's Rock,Double-Edge,Rock Slide,Fire Blast,Dragon Claw,Rock Head / Pressure,255 Atk / 255 SpA,,255,,255,,,301/309/166/219/186/296,296,155/157/85/112/95/150,150,31
629,Porygon2 3,Porygon2,3,Modest,Lum Berry,Psychic,Tri Attack,Thunder Wave,Recover,Trace,255 HP / 255 SpA,255,,,255,,,374/176/216/339/226/156,156,192/90/110/172/115/80,80,31
630,Gardevoir 3,Gardevoir,3,Modest,Lum Berry,Psychic,Ice Punch,Fire Punch,Magical Leaf,Synchronize / Trace,255 SpA / 255 Speed,,,,255,,255,277/149/166/383/266/259,259,143/76/85/194/135/132,132,31
631,Exeggutor 3,Exeggutor,3,Hardy,Leftovers,Leech Seed,Giga Drain,Toxic,Explosion,Chlorophyll,170 HP / 170 Def / 170 SpD,170,,170,,170,,373/226/248/286/208/146,146,191/115/126/145/106/75,75,31
632,Starmie 3,Starmie,3,Modest,Lum Berry,Surf,Psychic,Thunderbolt,Ice Beam,Illuminate / Natural Cure,255 SpA / 255 Speed,,,,255,,255,261/167/206/328/206/329,329,135/85/105/167/105/167,167,31
633,Flygon 3,Flygon,3,Hardy,Scope Lens,Earthquake,Dragon Claw,Flamethrower,Giga Drain,Levitate,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,301/278/196/238/196/278,278,155/141/100/121/100/141,141,31
634,Venusaur 3,Venusaur,3,Adamant,Scope Lens,Double-Edge,Sludge Bomb,Earthquake,Sleep Powder,Overgrow,170 Atk / 170 Def / 170 SpD,,170,170,,170,,301/266/244/212/278/196,196,155/135/124/108/141/100,100,31
635,Vaporeon 3,Vaporeon,3,Calm,Quick Claw,Surf,Ice Beam,Acid Armor,Baton Pass,Water Absorb,170 HP / 170 Def / 170 SpD,170,,170,,170,,443/149/198/256/294/166,166,226/76/101/130/150/85,85,31
636,Jolteon 3,Jolteon,3,Bold,BrightPowder,Thunderbolt,Thunder Wave,Agility,Baton Pass,Volt Absorb,170 HP / 170 Def / 170 SpD,170,,170,,170,,313/149/217/256/268/296,296,161/76/111/130/136/150,150,31
637,Flareon 3,Flareon,3,Jolly,Quick Claw,Shadow Ball,Flail,Endure,Overheat,Flash Fire,255 Atk / 255 Speed,,255,,,,255,271/359/156/203/256/251,251,140/182/80/103/130/128,128,31
638,Meganium 3,Meganium,3,Jolly,Salac Berry,Earthquake,Flail,Endure,Giga Drain,Overgrow,255 Atk / 255 Speed,,255,,,,255,301/263/236/181/236/284,284,155/134/120/93/120/145,145,31
639,Espeon 3,Espeon,3,Modest,Lum Berry,Psychic,Bite,Wish,Reflect,Synchronize,255 SpA / 255 Speed,,,,255,,255,271/149/156/394/226/319,319,140/76/80/200/115/162,162,31
640,Umbreon 3,Umbreon,3,Bold,BrightPowder,Swagger,Psych Up,Attract,Shadow Ball,Synchronize,170 HP / 170 Def / 170 SpD,170,,170,,170,,373/149/327/156/338/166,166,191/76/166/80/171/85,85,31
641,Blastoise 3,Blastoise,3,Docile,Focus Band,Surf,Earthquake,Ice Beam,Counter,Torrent,170 HP / 170 Atk / 170 SpA,170,170,,170,,,341/244/236/248/246/192,192,175/124/120/126/125/98,98,31
642,Feraligatr 3,Feraligatr,3,Hardy,Scope Lens,Hydro Pump,Crunch,Earthquake,Rock Slide,Torrent,170 HP / 170 Atk / 170 SpA,170,170,,170,,,353/288/236/236/202/192,192,181/146/120/120/103/98,98,31
643,Aggron 3,Aggron,3,Modest,BrightPowder,Surf,Thunder,Fire Blast,Blizzard,Sturdy / Rock Head,255 HP / 255 SpA,255,,,255,,,344/230/396/240/156/136,136,177/117/200/123/80/70,70,31
644,Blaziken 3,Blaziken,3,Hardy,Salac Berry,Overheat,Earthquake,Endure,Reversal,Blaze,255 Atk / 255 Speed,,255,,,,255,301/339/176/256/176/259,259,155/172/90/130/90/132,132,31
645,Walrein 3,Walrein,3,Hardy,Quick Claw,Sheer Cold,Fissure,Surf,Attract,Thick Fat,170 HP / 170 Def / 170 SpD,170,,170,,170,,403/196/258/226/258/166,166,206/100/131/115/131/85,85,31
646,Sceptile 3,Sceptile,3,Docile,Scope Lens,Leaf Blade,Earthquake,Crush Claw,Aerial Ace,Overgrow,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,281/248/166/288/206/318,318,145/126/85/146/105/161,161,31
647,Charizard 3,Charizard,3,Modest,Lum Berry,Flamethrower,Dragon Claw,Bite,Brick Break,Blaze,255 SpA / 255 Speed,,,,255,,255,297/183/192/348/206/299,299,153/94/98/177/105/152,152,31
648,Typhlosion 3,Typhlosion,3,Adamant,Salac Berry,Earthquake,Overheat,Endure,Reversal,Blaze,255 Atk / 255 Speed,,255,,,,255,297/293/192/228/206/299,299,153/149/98/116/105/152,152,31
649,Lapras 3,Lapras,3,Docile,BrightPowder,Double-Edge,Psychic,Confuse Ray,Dragon Dance,Water Absorb / Shell Armor,170 HP / 170 Def / 170 SpD,170,,170,,170,,443/206/238/206/268/156,156,226/105/121/105/136/80,80,31
650,Crobat 3,Crobat,3,Adamant,Scope Lens,Air Cutter,Double-Edge,Shadow Ball,Screech,Inner Focus,255 Atk / 255 Speed,,255,,,,255,311/306/196/158/196/359,359,160/156/100/81/100/182,182,31
651,Swampert 3,Swampert,3,Brave,Shell Bell,Surf,Earthquake,Ice Beam,Counter,Torrent,255 Atk / 255 SpA,,255,,255,,,341/350/216/269/216/140,140,175/178/110/137/110/72,72,31
652,Gyarados 3,Gyarados,3,Quirky,Quick Claw,Surf,Thunder,Rain Dance,Earthquake,Intimidate,255 Atk / 255 SpA,,255,,255,,,331/349/194/219/236/198,198,170/177/99/112/120/101,101,31
653,Snorlax 3,Snorlax,3,Adamant,Quick Claw,Mega Kick,Shadow Ball,Swagger,Psych Up,Immunity / Thick Fat,255 Def / 255 SpD,,,255,,255,,461/281/229/149/319/96,96,235/143/117/76/162/50,50,31
654,Kingdra 3,Kingdra,3,Adamant,Salac Berry,Flail,Hydro Pump,Dragon Dance,Endure,Swift Swim,170 HP / 170 Def / 170 SpD,170,,170,,170,,333/248/268/203/268/206,206,171/127/136/103/136/105,105,31
655,Blissey 3,Blissey,3,Bold,Focus Band,Fire Blast,Blizzard,Calm Mind,Softboiled,Natural Cure / Serene Grace,255 Def / 255 SpD,,,255,,255,,651/50/130/186/369/146,146,330/27/68/95/187/75,75,31
656,Milotic 3,Milotic,3,Bold,Leftovers,Surf,Blizzard,Attract,Recover,Marvel Scale,170 HP / 170 Def / 170 SpD,170,,170,,170,,373/140/259/236/328/198,198,191/72/132/120/166/101,101,31
657,Arcanine 3,Arcanine,3,Modest,White Herb,Overheat,ExtremeSpeed,Crunch,Aerial Ace,Intimidate / Flash Fire,255 SpA / 255 Speed,,,,255,,255,321/230/196/328/196/289,289,165/117/100/167/100/147,147,31
658,Salamence 3,Salamence,3,Hardy,Salac Berry,Double-Edge,Earthquake,Crunch,Endure,Intimidate,255 Atk / 255 SpA,,255,,255,,,331/369/196/319/196/236,236,170/187/100/162/100/120,120,31
659,Metagross 3,Metagross,3,Adamant,Chesto Berry,Earthquake,Meteor Mash,Double Team,Rest,Clear Body,170 HP / 170 Atk / 170 Speed,170,170,,,,170,343/382/296/203/216/218,218,176/194/150/103/110/111,111,31
660,Slaking 3,Slaking,3,Adamant,Choice Band,Earthquake,Shadow Ball,Aerial Ace,Brick Break,Truant,255 Def / 255 SpD,,,255,,255,,441/391/299/203/229/236,236,225/198/152/103/117/120,120,31
661,Dugtrio 4,Dugtrio,4,Adamant,King's Rock,Earthquake,Double-Edge,Rock Slide,Fissure,Sand Veil / Arena Trap,255 Atk / 255 Speed,,255,,,,255,211/284/136/122/176/339,339,110/145/70/63/90/172,172,31
662,Medicham 4,Medicham,4,Hardy,Lum Berry,Mega Kick,Psychic,Shadow Ball,Rock Slide,Pure Power,255 Atk / 255 SpA,,255,,255,,,261/219/186/219/186/196,196,135/112/95/112/95/100,100,31
663,Misdreavus 4,Misdreavus,4,Timid,Lum Berry,Destiny Bond,Psychic,Shadow Ball,Thunderbolt,Levitate,255 SpA / 255 Speed,,,,255,,255,261/140/156/269/206/295,295,135/72/80/137/105/150,150,31
664,Fearow 4,Fearow,4,Hardy,Lum Berry,Drill Peck,Double-Edge,Steel Wing,Sky Attack,Keen Eye,255 Atk / 255 SpA,,255,,255,,,271/279/166/221/158/236,236,140/142/85/113/81/120,120,31
665,Granbull 4,Granbull,4,Brave,Choice Band,Mega Kick,Earthquake,Crunch,Shadow Ball,Intimidate,255 Atk / 255 SpA,,255,,255,,,321/372/186/219/156/113,113,165/189/95/112/80/58,58,31
666,Jynx 4,Jynx,4,Modest,Lum Berry,Psychic,Ice Beam,Lovely Kiss,Fake Tears,Oblivious,255 HP / 255 SpA,255,,,255,,,334/122/106/361/226/226,226,172/63/55/183/115/115,115,31
667,Dusclops 4,Dusclops,4,Adamant,Chesto Berry,Double-Edge,Shadow Ball,Curse,Rest,Pressure,255 HP / 255 Atk,255,255,,,,,284/262/296/140/296/86,86,147/134/150/72/150/45,45,31
668,Dodrio 4,Dodrio,4,Adamant,Salac Berry,Flail,Endure,Drill Peck,Facade,Run Away / Early Bird,255 Atk / 255 Speed,,255,,,,255,261/350/176/140/156/299,299,135/178/90/72/80/152,152,31
669,Mr. Mime 4,Mr. Mime,4,Modest,BrightPowder,Psychic,Thunderbolt,Ice Punch,Fire Punch,Soundproof,255 HP / 255 SpA,255,,,255,,,284/113/166/328/276/216,216,147/58/85/167/140/110,110,31
670,Lanturn 4,Lanturn,4,Modest,Lum Berry,Surf,Thunderbolt,Ice Beam,Confuse Ray,Volt Absorb / Illuminate,255 SpA / 255 Speed,,,,255,,255,391/136/152/276/188/233,233,200/70/78/140/96/119,119,31
671,Breloom 4,Breloom,4,Adamant,Quick Claw,Focus Punch,Sludge Bomb,Spore,Double Team,Effect Spore,255 Atk / 255 Speed,,255,,,,255,261/394/196/140/156/239,239,135/200/100/72/80/122,122,31
672,Forretress 4,Forretress,4,Adamant,Quick Claw,Explosion,Earthquake,Rock Slide,Double-Edge,Sturdy,255 Atk / 255 SpD,,255,,,255,,291/306/316/140/219/116,116,150/156/160/72/112/60,60,31
673,Whiscash 4,Whiscash,4,Quiet,Quick Claw,Fissure,Surf,Earthquake,Ice Beam,Oblivious,255 Atk / 255 SpA,,255,,255,,,361/255/182/276/178/140,140,185/130/93/140/91/72,72,31
674,Xatu 4,Xatu,4,Docile,Petaya Berry,Psychic,Drill Peck,Shadow Ball,Confuse Ray,Synchronize / Early Bird,255 Atk / 255 SpA,,255,,255,,,271/249/176/289/176/226,226,140/127/90/147/90/115,115,31
675,Skarmory 4,Skarmory,4,Adamant,Quick Claw,Drill Peck,Steel Wing,Counter,Rock Slide,Keen Eye / Sturdy,255 HP / 255 Atk,255,255,,,,,334/284/316/104/176/176,176,172/145/160/54/90/90,90,31
676,Marowak 4,Marowak,4,Adamant,Thick Club,Earthquake,Rock Slide,Swords Dance,Mega Kick,Rock Head / Lightningrod,255 Atk / 255 Speed,,255,,,,255,261/284/256/122/196/189,189,135/145/130/63/100/97,97,31
677,Quagsire 4,Quagsire,4,Sassy,Leftovers,Surf,Earthquake,Ice Beam,Amnesia,Damp / Water Absorb,170 Atk / 170 SpA / 170 SpD,,170,,170,170,,331/248/206/208/228/95,95,170/126/105/106/117/49,49,31
678,Clefable 4,Clefable,4,Docile,Focus Band,Mega Kick,Psychic,Shadow Ball,Softboiled,Cute Charm,255 Atk / 255 Def,,255,255,,,,331/239/245/206/216/156,156,170/122/125/105/110/80,80,31
679,Hariyama 4,Hariyama,4,Adamant,Scope Lens,Cross Chop,Earthquake,Rock Slide,Fake Out,Thick Fat / Guts,255 HP / 255 Atk,255,255,,,,,492/372/156/104/156/136,136,251/189/80/54/80/70,70,31
680,Raichu 4,Raichu,4,Docile,BrightPowder,Thunderbolt,Thunder Wave,Protect,Mega Kick,Static,255 Atk / 255 SpA,,255,,255,,,261/279/146/279/196/236,236,135/142/75/142/100/120,120,31
681,Dewgong 4,Dewgong,4,Docile,Lum Berry,Sheer Cold,Ice Beam,Surf,Signal Beam,Thick Fat,255 Atk / 255 SpA,,255,,255,,,321/239/196/239/226/176,176,165/122/100/122/115/90,90,31
682,Manectric 4,Manectric,4,Modest,Lum Berry,Thunderbolt,Crunch,Thunder Wave,Roar,Static / Lightningrod,255 SpA / 255 Speed,,,,255,,255,281/167/156/339/156/309,309,145/85/80/172/80/157,157,31
683,Vileplume 4,Vileplume,4,Quiet,Quick Claw,SolarBeam,Sludge Bomb,Sunny Day,Synthesis,Chlorophyll,255 Atk / 255 SpA,,255,,255,,,291/259/206/328/216/122,122,150/132/105/167/110/63,63,31
684,Victreebel 4,Victreebel,4,Quirky,BrightPowder,Giga Drain,Double-Edge,Sludge Bomb,Synthesis,Chlorophyll,255 Atk / 255 SpA,,255,,255,,,301/309/166/299/156/176,176,155/157/85/152/80/90,90,31
685,Electrode 4,Electrode,4,Naughty,Lum Berry,Explosion,Thunderbolt,Thunder Wave,Mirror Coat,Soundproof / Static,255 Atk / 255 SpA,,255,,255,,,261/218/176/259/176/316,316,135/112/90/132/90/160,160,31
686,Exploud 4,Exploud,4,Hardy,White Herb,Mega Kick,Earthquake,Shadow Ball,Overheat,Soundproof,255 Atk / 255 SpA,,255,,255,,,349/281/162/281/162/172,172,179/143/83/143/83/88,88,31
687,Shiftry 4,Shiftry,4,Hardy,Focus Band,Explosion,Giga Drain,Mega Kick,Fake Out,Chlorophyll / Early Bird,255 Atk / 255 SpA,,255,,255,,,321/299/156/279/156/196,196,165/152/80/142/80/100,100,31
688,Glalie 4,Glalie,4,Hardy,Leftovers,Ice Beam,Earthquake,Crunch,Shadow Ball,Inner Focus,170 HP / 170 Atk / 170 SpA,170,170,,170,,,343/238/196/238/196/196,196,176/121/100/121/100/100,100,31
689,Ludicolo 4,Ludicolo,4,Bold,Leftovers,Leech Seed,Rain Dance,Double Team,Toxic,Swift Swim / Rain Dish,170 HP / 170 Def / 170 SpD,170,,170,,170,,343/158/239/216/278/176,176,176/81/122/110/141/90,90,31
690,Hypno 4,Hypno,4,Modest,Lum Berry,Psychic,ThunderPunch,Fire Punch,Ice Punch,Insomnia,255 HP / 255 SpA,255,,,255,,,374/163/176/269/266/170,170,192/84/90/137/135/87,87,31
691,Golem 4,Golem,4,Adamant,Quick Claw,Explosion,Earthquake,Rock Slide,Double-Edge,Rock Head / Sturdy,255 Atk / 255 SpD,,255,,,255,,301/350/296/131/229/126,126,155/178/150/67/117/65,65,31
692,Rhydon 4,Rhydon,4,Adamant,Quick Claw,Megahorn,Earthquake,Rock Slide,Horn Drill,Lightningrod / Rock Head,255 HP / 255 Atk,255,255,,,,,414/394/276/113/126/116,116,212/200/140/58/65/60,60,31
693,Alakazam 4,Alakazam,4,Modest,BrightPowder,Psychic,ThunderPunch,Fire Punch,Ice Punch,Synchronize / Inner Focus,255 Def / 255 SpA,,,255,255,,,251/122/189/405/206/276,276,130/63/97/205/105/140,140,31
694,Weezing 4,Weezing,4,Adamant,Focus Band,Explosion,Sludge Bomb,Frustration,Shadow Ball,Levitate,255 HP / 255 Atk,255,255,,,,,334/306/276/185/176/156,156,172/156/140/94/90/80,80,31
695,Kangaskhan 4,Kangaskhan,4,Adamant,BrightPowder,Mega Kick,Earthquake,Aerial Ace,Shadow Ball,Early Bird,255 Atk / 255 Speed,,255,,,,255,351/317/196/104/196/279,279,180/161/100/54/100/142,142,31
696,Electabuzz 4,Electabuzz,4,Docile,Scope Lens,Thunderbolt,Psychic,Mega Kick,Cross Chop,Static,255 Atk / 255 SpA,,255,,255,,,271/265/150/289/206/246,246,140/135/77/147/105/125,125,31
697,Tauros 4,Tauros,4,Docile,BrightPowder,Double-Edge,Rock Tomb,Thunderbolt,Surf,Intimidate,255 Atk / 255 SpA,,255,,255,,,291/299/226/179/176/256,256,150/152/115/92/90/130,130,31
698,Slowbro 4,Slowbro,4,Sassy,Quick Claw,Psychic,Surf,Earthquake,Ice Beam,Oblivious / Own Tempo,255 SpA / 255 SpD,,,,255,255,,331/186/256/299/284/86,86,170/95/130/152/145/45,45,31
699,Slowking 4,Slowking,4,Modest,Quick Claw,Psychic,Surf,Ice Beam,Flamethrower,Oblivious / Own Tempo,255 Def / 255 SpA,,,255,255,,,331/167/259/328/256/96,96,170/85/132/167/130/50,50,31
700,Miltank 4,Miltank,4,Adamant,Lum Berry,Double-Edge,Curse,Double Team,Milk Drink,Thick Fat,255 Atk / 255 SpD,,255,,,255,,331/284/246/104/239/236,236,170/145/125/54/122/120,120,31
701,Altaria 4,Altaria,4,Docile,Shell Bell,Dragon Claw,Earthquake,Flamethrower,Ice Beam,Natural Cure,255 Atk / 255 SpA,,255,,255,,,291/239/216/239/246/196,196,150/122/110/122/125/100,100,31
702,Nidoqueen 4,Nidoqueen,4,Adamant,White Herb,Superpower,Sludge Bomb,Earthquake,Shadow Ball,Poison Point,255 HP / 255 Atk,255,255,,,,,384/289/210/167/206/188,188,197/147/107/85/105/96,96,31
703,Nidoking 4,Nidoking,4,Docile,Lum Berry,Megahorn,Sludge Bomb,Earthquake,Thunder,Poison Point,255 Atk / 255 SpA,,255,,255,,,303/283/190/269/186/206,206,156/144/97/137/95/105,105,31
704,Magmar 4,Magmar,4,Docile,Scope Lens,Flamethrower,Psychic,Cross Chop,Confuse Ray,Flame Body,255 HP / 255 Def,255,,255,,,,334/226/213/236/206/222,222,172/115/109/120/105/113,113,31
705,Cradily 4,Cradily,4,Bold,Leftovers,Toxic,Ingrain,Mirror Coat,Giga Drain,Suction Cups,170 HP / 170 Def / 170 SpD,170,,170,,170,,355/178/299/198/292/122,122,182/91/152/101/148/63,63,31
706,Armaldo 4,Armaldo,4,Adamant,Choice Band,Double-Edge,Earthquake,Aerial Ace,Rock Slide,Battle Armor,255 HP / 255 Atk,255,255,,,,,354/383/236/158/196/126,126,182/194/120/81/100/65,65,31
707,Golduck 4,Golduck,4,Docile,Scope Lens,Surf,Cross Chop,Ice Beam,Aerial Ace,Damp / Cloud Nine,255 Atk / 255 Speed,,255,,,,255,301/263/192/226/196/269,269,155/134/98/115/100/137,137,31
708,Rapidash 4,Rapidash,4,Docile,White Herb,Overheat,Double-Edge,Iron Tail,Double Kick,Run Away / Flash Fire,170 Atk / 170 SpA / 170 Speed,,170,,170,,170,271/278/176/238/196/288,288,140/141/90/121/100/146,146,31
709,Muk 4,Muk,4,Brave,Quick Claw,Sludge Bomb,Brick Break,Giga Drain,Explosion,Stench / Sticky Hold,255 Atk / 255 Def,,255,255,,,,351/339/249/166/236/122,122,180/172/127/85/120/63,63,31
710,Gengar 4,Gengar,4,Modest,Lum Berry,Psychic,Fire Punch,Ice Punch,Destiny Bond,Levitate,255 SpA / 255 Speed,,,,255,,255,261/149/156/394/186/319,319,135/76/80/200/95/162,162,31
711,Ampharos 4,Ampharos,4,Modest,Lum Berry,Thunderbolt,Fire Punch,Thunder Wave,Reflect,Static,255 Def / 255 SpA,,,255,255,,,321/167/249/361/216/146,146,165/85/127/183/110/75,75,31
712,Scizor 4,Scizor,4,Careful,BrightPowder,Silver Wind,Swords Dance,Agility,Baton Pass,Swarm,255 HP / 255 SpD,255,,,,255,,344/296/236/131/284/166,166,177/150/120/67/145/85,85,31
713,Heracross 4,Heracross,4,Adamant,Salac Berry,Megahorn,Earthquake,Reversal,Endure,Swarm / Guts,255 Atk / 255 Speed,,255,,,,255,301/383/186/104/226/269,269,155/194/95/54/115/137,137,31
714,Ursaring 4,Ursaring,4,Adamant,BrightPowder,Double-Edge,Earthquake,Rock Slide,Aerial Ace,Guts,255 HP / 255 Atk,255,255,,,,,384/394/186/167/186/146,146,197/200/95/85/95/75,75,31
715,Houndoom 4,Houndoom,4,Modest,White Herb,Overheat,SolarBeam,Crunch,Sunny Day,Early Bird / Flash Fire,255 SpA / 255 Speed,,,,255,,255,291/194/136/350/196/289,289,150/99/70/178/100/147,147,31
716,Donphan 4,Donphan,4,Adamant,Quick Claw,Fissure,Earthquake,Rock Slide,Iron Tail,Sturdy,255 HP / 255 Atk,255,255,,,,,384/372/276/140/156/136,136,197/189/140/72/80/70,70,31
717,Claydol 4,Claydol,4,Adamant,Focus Band,Psychic,Earthquake,Shadow Ball,Explosion,Levitate,255 HP / 255 Atk,255,255,,,,,324/262/246/158/276/186,186,167/134/125/81/140/95,95,31
718,Wailord 4,Wailord,4,Hardy,Quick Claw,Surf,Ice Beam,Earthquake,Fissure,Water Veil / Oblivious,170 HP / 170 Def / 170 SpD,170,,170,,170,,523/216/168/216/168/156,156,266/110/86/110/86/80,80,31
719,Ninetales 4,Ninetales,4,Quirky,White Herb,Overheat,Double-Edge,Confuse Ray,Will-O-Wisp,Flash Fire,255 SpA / 255 Speed,,,,255,,255,287/188/186/261/236/299,299,148/96/95/133/120/152,152,31
720,Machamp 4,Machamp,4,Hardy,Scope Lens,Cross Chop,Earthquake,Flamethrower,Rock Slide,Guts,255 Atk / 255 SpA,,255,,255,,,321/359/196/229/206/146,146,165/182/100/117/105/75,75,31
721,Shuckle 4,Shuckle,4,Careful,Chesto Berry,Toxic,Double Team,Wrap,Rest,Sturdy,255 Def / 255 SpD,,,255,,255,,181/56/559/50/614/46,46,95/30/282/27/310/25,25,31
722,Steelix 4,Steelix,4,Adamant,Quick Claw,Earthquake,Iron Tail,Double-Edge,Explosion,Rock Head / Sturdy,255 Atk / 255 SpD,,255,,,255,,291/295/436/131/229/96,96,150/150/220/67/117/50,50,31
723,Tentacruel 4,Tentacruel,4,Quirky,Shell Bell,Hydro Pump,Sludge Bomb,Ice Beam,Mirror Coat,Clear Body / Liquid Ooze,170 Atk / 170 Def / 170 SpA,,170,170,170,,,301/218/208/238/276/236,236,155/111/106/121/140/120,120,31
724,Aerodactyl 4,Aerodactyl,4,Hardy,King's Rock,Double-Edge,Earthquake,Fire Blast,Bite,Rock Head / Pressure,255 Atk / 255 SpA,,255,,255,,,301/309/166/219/186/296,296,155/157/85/112/95/150,150,31
725,Porygon2 4,Porygon2,4,Modest,BrightPowder,Psychic,Thunderbolt,Ice Beam,Recover,Trace,255 HP / 255 SpA,255,,,255,,,374/176/216/339/226/156,156,192/90/110/172/115/80,80,31
726,Gardevoir 4,Gardevoir,4,Modest,BrightPowder,Psychic,Thunderbolt,Ice Punch,Fire Punch,Synchronize / Trace,255 SpA / 255 Speed,,,,255,,255,277/149/166/383/266/259,259,143/76/85/194/135/132,132,31
727,Exeggutor 4,Exeggutor,4,Hardy,BrightPowder,Psychic,Giga Drain,Sludge Bomb,Explosion,Chlorophyll,255 Atk / 255 SpA,,255,,255,,,331/289/206/349/166/146,146,170/147/105/177/85/75,75,31
728,Starmie 4,Starmie,4,Modest,Lum Berry,Psychic,Thunderbolt,Ice Beam,Recover,Illuminate / Natural Cure,255 SpA / 255 Speed,,,,255,,255,261/167/206/328/206/329,329,135/85/105/167/105/167,167,31
